[INFO ] [2022-10-01 09:08:14,770] Pre-Condition-Step 01: enter to 'Email' address to get access to demo site
[INFO ] [2022-10-01 11:07:16,136] Edit Customer-Step 01: input To CustomerID textbox with value 14064
[INFO ] [2022-10-01 11:08:05,562] Pre-Condition-Step 01: enter to 'Email' address to get access to demo site
[INFO ] [2022-10-01 11:08:06,214] Pre-Condition-Step 02: click to 'Submit' button
[INFO ] [2022-10-01 11:08:07,816] Pre-Condition-Step 03: get 'UserID' 
[INFO ] [2022-10-01 11:08:08,376] Pre-Condition-Step 04: get 'PassWord' 
[INFO ] [2022-10-01 11:08:08,484] Pre-Condition-Step 05: input and search link 
[INFO ] [2022-10-01 11:08:10,008] Pre-Condition-Step 06: enter to 'userID' textbox with value:mngr444139
[INFO ] [2022-10-01 11:08:10,602] Pre-Condition-Step 06: enter to 'password' textbox with value:EgyjEsy
[INFO ] [2022-10-01 11:08:10,820] Pre-Condition-Step 06: click to 'Login' button
[INFO ] [2022-10-01 11:08:12,314] Pre-Condition-Step 07: Verify 'Login' Page Success
[INFO ] [2022-10-01 11:08:12,603]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-10-01 11:08:12,628] New Customer-Step 01: Click new customer link at menusubnav and navigate to Add New Customer Page
[INFO ] [2022-10-01 11:08:12,975] New Customer-Step 02: Verify navigate to Add New Customer Page Success
[INFO ] [2022-10-01 11:08:15,688]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:08:15,688] New Customer-Step 03: enter to Customer Name 
[INFO ] [2022-10-01 11:08:16,039] New Customer-Step 04: enter to Date of Birth 
[INFO ] [2022-10-01 11:08:16,257] New Customer-Step 05: enter to Address area
[INFO ] [2022-10-01 11:08:16,434] New Customer-Step 06: enter to City textbox
[INFO ] [2022-10-01 11:08:16,587] New Customer-Step 07: enter to State textbox
[INFO ] [2022-10-01 11:08:16,767] New Customer-Step 08: enter to PIN textbox
[INFO ] [2022-10-01 11:08:16,943] New Customer-Step 09: enter to Telephone Number
[INFO ] [2022-10-01 11:08:17,112] New Customer-Step 10: enter to Email textbox
[INFO ] [2022-10-01 11:08:17,322] New Customer-Step 11: enter to Password textbox
[INFO ] [2022-10-01 11:08:17,513] New Customer-Step 12: click to Submit button
[INFO ] [2022-10-01 11:08:19,306] New Customer-Step 13: Verify message displays with content 'Customer Registed Successfully!!!'
[INFO ] [2022-10-01 11:08:19,388]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:08:19,388] New Customer-Step 14: Verify CustomerName
[INFO ] [2022-10-01 11:08:19,540] New Customer-Step 14: Verify CustomerName
[INFO ] [2022-10-01 11:08:19,638]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:08:19,639] New Customer-Step 16: Verify Address
[INFO ] [2022-10-01 11:08:19,709]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:08:19,709] New Customer-Step 17: Verify City
[INFO ] [2022-10-01 11:08:19,774]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:08:19,774] New Customer-Step 18: Verify State
[INFO ] [2022-10-01 11:08:19,836]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:08:19,836] New Customer-Step 19: Verify Pin
[INFO ] [2022-10-01 11:08:19,899]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:08:19,900] New Customer-Step 21: Verify Mobile
[INFO ] [2022-10-01 11:08:19,960]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:08:19,960] New Customer-Step 22: Verify Email
[INFO ] [2022-10-01 11:08:20,025]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:08:20,030] Edit Customer-Step 01: Click edit Customer link at menusubnav and navigate to Edit Customer Page
[INFO ] [2022-10-01 11:08:21,336] Edit Customer-Step 01: input To CustomerID textbox with value 20111
[INFO ] [2022-10-01 11:09:19,990] Pre-Condition-Step 01: enter to 'Email' address to get access to demo site
[INFO ] [2022-10-01 11:09:21,304] Pre-Condition-Step 02: click to 'Submit' button
[INFO ] [2022-10-01 11:09:23,138] Pre-Condition-Step 03: get 'UserID' 
[INFO ] [2022-10-01 11:09:23,309] Pre-Condition-Step 04: get 'PassWord' 
[INFO ] [2022-10-01 11:09:23,743] Pre-Condition-Step 05: input and search link 
[INFO ] [2022-10-01 11:09:25,238] Pre-Condition-Step 06: enter to 'userID' textbox with value:mngr444140
[INFO ] [2022-10-01 11:09:25,638] Pre-Condition-Step 06: enter to 'password' textbox with value:pYpUtEn
[INFO ] [2022-10-01 11:09:25,845] Pre-Condition-Step 06: click to 'Login' button
[INFO ] [2022-10-01 11:09:27,377] Pre-Condition-Step 07: Verify 'Login' Page Success
[INFO ] [2022-10-01 11:09:27,478]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-10-01 11:09:27,498] New Customer-Step 01: Click new customer link at menusubnav and navigate to Add New Customer Page
[INFO ] [2022-10-01 11:09:28,062] New Customer-Step 02: Verify navigate to Add New Customer Page Success
[INFO ] [2022-10-01 11:09:30,572]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:09:30,572] New Customer-Step 03: enter to Customer Name 
[INFO ] [2022-10-01 11:09:30,898] New Customer-Step 04: enter to Date of Birth 
[INFO ] [2022-10-01 11:09:31,081] New Customer-Step 05: enter to Address area
[INFO ] [2022-10-01 11:09:31,290] New Customer-Step 06: enter to City textbox
[INFO ] [2022-10-01 11:09:31,449] New Customer-Step 07: enter to State textbox
[INFO ] [2022-10-01 11:09:31,626] New Customer-Step 08: enter to PIN textbox
[INFO ] [2022-10-01 11:09:31,817] New Customer-Step 09: enter to Telephone Number
[INFO ] [2022-10-01 11:09:32,004] New Customer-Step 10: enter to Email textbox
[INFO ] [2022-10-01 11:09:32,229] New Customer-Step 11: enter to Password textbox
[INFO ] [2022-10-01 11:09:32,443] New Customer-Step 12: click to Submit button
[INFO ] [2022-10-01 11:09:34,747] New Customer-Step 13: Verify message displays with content 'Customer Registed Successfully!!!'
[INFO ] [2022-10-01 11:09:34,808]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:09:34,808] New Customer-Step 14: Verify CustomerName
[INFO ] [2022-10-01 11:09:34,928] New Customer-Step 14: Verify CustomerName
[INFO ] [2022-10-01 11:09:35,036]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:09:35,037] New Customer-Step 16: Verify Address
[INFO ] [2022-10-01 11:09:35,124]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:09:35,124] New Customer-Step 17: Verify City
[INFO ] [2022-10-01 11:09:35,186]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:09:35,186] New Customer-Step 18: Verify State
[INFO ] [2022-10-01 11:09:35,248]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:09:35,249] New Customer-Step 19: Verify Pin
[INFO ] [2022-10-01 11:09:35,309]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:09:35,310] New Customer-Step 21: Verify Mobile
[INFO ] [2022-10-01 11:09:35,371]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:09:35,371] New Customer-Step 22: Verify Email
[INFO ] [2022-10-01 11:09:35,435]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:09:35,441] Edit Customer-Step 01: Click edit Customer link at menusubnav and navigate to Edit Customer Page
[INFO ] [2022-10-01 11:09:36,983] Edit Customer-Step 01: input To CustomerID textbox with value 3732
[INFO ] [2022-10-01 11:15:20,526] Pre-Condition-Step 01: enter to 'Email' address to get access to demo site
[INFO ] [2022-10-01 11:15:21,104] Pre-Condition-Step 02: click to 'Submit' button
[INFO ] [2022-10-01 11:15:25,523] Pre-Condition-Step 03: get 'UserID' 
[INFO ] [2022-10-01 11:15:25,604] Pre-Condition-Step 04: get 'PassWord' 
[INFO ] [2022-10-01 11:15:25,688] Pre-Condition-Step 05: input and search link 
[INFO ] [2022-10-01 11:15:28,104] Pre-Condition-Step 06: enter to 'userID' textbox with value:mngr444141
[INFO ] [2022-10-01 11:15:28,575] Pre-Condition-Step 06: enter to 'password' textbox with value:utujUgA
[INFO ] [2022-10-01 11:15:28,812] Pre-Condition-Step 06: click to 'Login' button
[INFO ] [2022-10-01 11:15:30,843] Pre-Condition-Step 07: Verify 'Login' Page Success
[INFO ] [2022-10-01 11:15:31,210]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-10-01 11:15:31,227] New Customer-Step 01: Click new customer link at menusubnav and navigate to Add New Customer Page
[INFO ] [2022-10-01 11:15:31,416] New Customer-Step 02: Verify navigate to Add New Customer Page Success
[INFO ] [2022-10-01 11:15:34,336]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:15:34,336] New Customer-Step 03: enter to Customer Name 
[INFO ] [2022-10-01 11:15:34,683] New Customer-Step 04: enter to Date of Birth 
[INFO ] [2022-10-01 11:15:34,913] New Customer-Step 05: enter to Address area
[INFO ] [2022-10-01 11:15:35,137] New Customer-Step 06: enter to City textbox
[INFO ] [2022-10-01 11:15:35,317] New Customer-Step 07: enter to State textbox
[INFO ] [2022-10-01 11:15:35,503] New Customer-Step 08: enter to PIN textbox
[INFO ] [2022-10-01 11:15:35,708] New Customer-Step 09: enter to Telephone Number
[INFO ] [2022-10-01 11:15:35,907] New Customer-Step 10: enter to Email textbox
[INFO ] [2022-10-01 11:15:36,172] New Customer-Step 11: enter to Password textbox
[INFO ] [2022-10-01 11:15:36,450] New Customer-Step 12: click to Submit button
[INFO ] [2022-10-01 11:15:37,516] New Customer-Step 13: Verify message displays with content 'Customer Registed Successfully!!!'
[INFO ] [2022-10-01 11:15:37,640] Edit Customer-Step 01: Click edit Customer link at menusubnav and navigate to Edit Customer Page
[INFO ] [2022-10-01 11:15:40,339] Edit Customer-Step 01: input To CustomerID textbox with value null
[INFO ] [2022-10-01 11:15:40,581] Edit Customer-Step 01: Click Submit button to login edit page
[INFO ] [2022-10-01 11:15:40,770] Edit Customer-Step 01: input To Address textbox with value 145 Quynh Trang Hoang Mai
[INFO ] [2022-10-01 11:16:48,135] Pre-Condition-Step 01: enter to 'Email' address to get access to demo site
[INFO ] [2022-10-01 11:16:48,677] Pre-Condition-Step 02: click to 'Submit' button
[INFO ] [2022-10-01 11:16:51,466] Pre-Condition-Step 03: get 'UserID' 
[INFO ] [2022-10-01 11:16:51,612] Pre-Condition-Step 04: get 'PassWord' 
[INFO ] [2022-10-01 11:16:51,813] Pre-Condition-Step 05: input and search link 
[INFO ] [2022-10-01 11:16:53,410] Pre-Condition-Step 06: enter to 'userID' textbox with value:mngr444142
[INFO ] [2022-10-01 11:16:54,015] Pre-Condition-Step 06: enter to 'password' textbox with value:nyhYzUd
[INFO ] [2022-10-01 11:16:54,392] Pre-Condition-Step 06: click to 'Login' button
[INFO ] [2022-10-01 11:16:55,907] Pre-Condition-Step 07: Verify 'Login' Page Success
[INFO ] [2022-10-01 11:16:56,001]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-10-01 11:16:56,038] New Customer-Step 01: Click new customer link at menusubnav and navigate to Add New Customer Page
[INFO ] [2022-10-01 11:16:56,471] New Customer-Step 02: Verify navigate to Add New Customer Page Success
[INFO ] [2022-10-01 11:17:00,080]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:17:00,080] New Customer-Step 03: enter to Customer Name 
[INFO ] [2022-10-01 11:17:00,407] New Customer-Step 04: enter to Date of Birth 
[INFO ] [2022-10-01 11:17:00,653] New Customer-Step 05: enter to Address area
[INFO ] [2022-10-01 11:17:00,873] New Customer-Step 06: enter to City textbox
[INFO ] [2022-10-01 11:17:01,032] New Customer-Step 07: enter to State textbox
[INFO ] [2022-10-01 11:17:01,247] New Customer-Step 08: enter to PIN textbox
[INFO ] [2022-10-01 11:17:01,520] New Customer-Step 09: enter to Telephone Number
[INFO ] [2022-10-01 11:17:01,740] New Customer-Step 10: enter to Email textbox
[INFO ] [2022-10-01 11:17:01,992] New Customer-Step 11: enter to Password textbox
[INFO ] [2022-10-01 11:17:02,196] New Customer-Step 12: click to Submit button
[INFO ] [2022-10-01 11:17:04,714] New Customer-Step 13: Verify message displays with content 'Customer Registed Successfully!!!'
[INFO ] [2022-10-01 11:17:04,798]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:17:04,798] New Customer-Step 14: Verify CustomerName
[INFO ] [2022-10-01 11:17:05,008] New Customer-Step 14: Verify CustomerName
[INFO ] [2022-10-01 11:17:05,113]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:17:05,113] New Customer-Step 16: Verify Address
[INFO ] [2022-10-01 11:17:05,208]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:17:05,208] New Customer-Step 17: Verify City
[INFO ] [2022-10-01 11:17:05,318]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:17:05,318] New Customer-Step 18: Verify State
[INFO ] [2022-10-01 11:17:05,421]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:17:05,422] New Customer-Step 19: Verify Pin
[INFO ] [2022-10-01 11:17:05,529]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:17:05,529] New Customer-Step 21: Verify Mobile
[INFO ] [2022-10-01 11:17:05,625]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:17:05,625] New Customer-Step 22: Verify Email
[INFO ] [2022-10-01 11:17:05,721]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:17:05,727] Edit Customer-Step 01: Click edit Customer link at menusubnav and navigate to Edit Customer Page
[INFO ] [2022-10-01 11:17:07,620] Edit Customer-Step 01: input To CustomerID textbox with value 48650
[INFO ] [2022-10-01 11:17:07,850] Edit Customer-Step 01: Click Submit button to login edit page
[INFO ] [2022-10-01 11:17:09,308] Edit Customer-Step 01: input To Address textbox with value 145 Quynh Trang Hoang Mai
[INFO ] [2022-10-01 11:22:11,341] Pre-Condition-Step 01: enter to 'Email' address to get access to demo site
[INFO ] [2022-10-01 11:22:11,689] Pre-Condition-Step 02: click to 'Submit' button
[INFO ] [2022-10-01 11:22:13,651] Pre-Condition-Step 03: get 'UserID' 
[INFO ] [2022-10-01 11:22:13,953] Pre-Condition-Step 04: get 'PassWord' 
[INFO ] [2022-10-01 11:22:14,059] Pre-Condition-Step 05: input and search link 
[INFO ] [2022-10-01 11:22:16,207] Pre-Condition-Step 06: enter to 'userID' textbox with value:mngr444143
[INFO ] [2022-10-01 11:22:16,686] Pre-Condition-Step 06: enter to 'password' textbox with value:gEvygAs
[INFO ] [2022-10-01 11:22:16,967] Pre-Condition-Step 06: click to 'Login' button
[INFO ] [2022-10-01 11:22:18,994] Pre-Condition-Step 07: Verify 'Login' Page Success
[INFO ] [2022-10-01 11:22:19,091]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-10-01 11:22:19,126] New Customer-Step 01: Click new customer link at menusubnav and navigate to Add New Customer Page
[INFO ] [2022-10-01 11:22:20,670] New Customer-Step 02: Verify navigate to Add New Customer Page Success
[INFO ] [2022-10-01 11:22:20,779]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:22:20,779] New Customer-Step 03: enter to Customer Name 
[INFO ] [2022-10-01 11:22:21,191] New Customer-Step 04: enter to Date of Birth 
[INFO ] [2022-10-01 11:22:21,436] New Customer-Step 05: enter to Address area
[INFO ] [2022-10-01 11:22:21,729] New Customer-Step 06: enter to City textbox
[INFO ] [2022-10-01 11:22:21,934] New Customer-Step 07: enter to State textbox
[INFO ] [2022-10-01 11:22:22,120] New Customer-Step 08: enter to PIN textbox
[INFO ] [2022-10-01 11:22:22,319] New Customer-Step 09: enter to Telephone Number
[INFO ] [2022-10-01 11:22:22,535] New Customer-Step 10: enter to Email textbox
[INFO ] [2022-10-01 11:22:22,768] New Customer-Step 11: enter to Password textbox
[INFO ] [2022-10-01 11:22:22,966] New Customer-Step 12: click to Submit button
[INFO ] [2022-10-01 11:22:25,949] New Customer-Step 13: Verify message displays with content 'Customer Registed Successfully!!!'
[INFO ] [2022-10-01 11:22:26,057]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:22:26,057] New Customer-Step 14: Verify CustomerName
[INFO ] [2022-10-01 11:22:26,221] New Customer-Step 14: Verify CustomerName
[INFO ] [2022-10-01 11:22:26,322]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:22:26,322] New Customer-Step 16: Verify Address
[INFO ] [2022-10-01 11:22:26,435]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:22:26,435] New Customer-Step 17: Verify City
[INFO ] [2022-10-01 11:22:26,574]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:22:26,574] New Customer-Step 18: Verify State
[INFO ] [2022-10-01 11:22:26,674]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:22:26,675] New Customer-Step 19: Verify Pin
[INFO ] [2022-10-01 11:22:26,803]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:22:26,803] New Customer-Step 21: Verify Mobile
[INFO ] [2022-10-01 11:22:26,906]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:22:26,906] New Customer-Step 22: Verify Email
[INFO ] [2022-10-01 11:22:26,998]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:22:27,003] Edit Customer-Step 01: Click edit Customer link at menusubnav and navigate to Edit Customer Page
[INFO ] [2022-10-01 11:22:27,266] Edit Customer-Step 01: input To CustomerID textbox with value 38187
[INFO ] [2022-10-01 11:22:30,343] Edit Customer-Step 01: Click Submit button to login edit page
[INFO ] [2022-10-01 11:22:31,970] Edit Customer-Step 01: input To Address textbox with value 145 Quynh Trang Hoang Mai
[INFO ] [2022-10-01 11:27:59,663] Pre-Condition-Step 01: enter to 'Email' address to get access to demo site
[INFO ] [2022-10-01 11:28:00,330] Pre-Condition-Step 02: click to 'Submit' button
[INFO ] [2022-10-01 11:28:04,099] Pre-Condition-Step 03: get 'UserID' 
[INFO ] [2022-10-01 11:28:05,112] Pre-Condition-Step 04: get 'PassWord' 
[INFO ] [2022-10-01 11:28:05,220] Pre-Condition-Step 05: input and search link 
[INFO ] [2022-10-01 11:28:07,631] Pre-Condition-Step 06: enter to 'userID' textbox with value:mngr444144
[INFO ] [2022-10-01 11:28:08,204] Pre-Condition-Step 06: enter to 'password' textbox with value:ujysyma
[INFO ] [2022-10-01 11:28:08,548] Pre-Condition-Step 06: click to 'Login' button
[INFO ] [2022-10-01 11:28:10,355] Pre-Condition-Step 07: Verify 'Login' Page Success
[INFO ] [2022-10-01 11:28:10,854]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-10-01 11:28:10,873] New Customer-Step 01: Click new customer link at menusubnav and navigate to Add New Customer Page
[INFO ] [2022-10-01 11:28:11,073] New Customer-Step 02: Verify navigate to Add New Customer Page Success
[INFO ] [2022-10-01 11:28:14,667]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:28:14,667] New Customer-Step 03: enter to Customer Name 
[INFO ] [2022-10-01 11:28:14,927] New Customer-Step 04: enter to Date of Birth 
[INFO ] [2022-10-01 11:28:15,171] New Customer-Step 05: enter to Address area
[INFO ] [2022-10-01 11:28:15,443] New Customer-Step 06: enter to City textbox
[INFO ] [2022-10-01 11:28:15,851] New Customer-Step 07: enter to State textbox
[INFO ] [2022-10-01 11:28:16,093] New Customer-Step 08: enter to PIN textbox
[INFO ] [2022-10-01 11:28:16,340] New Customer-Step 09: enter to Telephone Number
[INFO ] [2022-10-01 11:28:16,580] New Customer-Step 10: enter to Email textbox
[INFO ] [2022-10-01 11:28:16,864] New Customer-Step 11: enter to Password textbox
[INFO ] [2022-10-01 11:28:17,128] New Customer-Step 12: click to Submit button
[INFO ] [2022-10-01 11:28:19,337] New Customer-Step 13: Verify message displays with content 'Customer Registed Successfully!!!'
[INFO ] [2022-10-01 11:28:19,492]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:28:19,492] New Customer-Step 14: Verify CustomerName
[INFO ] [2022-10-01 11:28:19,602] New Customer-Step 14: Verify CustomerName
[INFO ] [2022-10-01 11:28:19,710]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:28:19,710] New Customer-Step 16: Verify Address
[INFO ] [2022-10-01 11:28:19,820]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:28:19,820] New Customer-Step 17: Verify City
[INFO ] [2022-10-01 11:28:19,924]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:28:19,925] New Customer-Step 18: Verify State
[INFO ] [2022-10-01 11:28:20,032]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:28:20,032] New Customer-Step 19: Verify Pin
[INFO ] [2022-10-01 11:28:20,137]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:28:20,138] New Customer-Step 21: Verify Mobile
[INFO ] [2022-10-01 11:28:20,249]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:28:20,249] New Customer-Step 22: Verify Email
[INFO ] [2022-10-01 11:28:20,357]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:28:20,362] Edit Customer-Step 01: Click edit Customer link at menusubnav and navigate to Edit Customer Page
[INFO ] [2022-10-01 11:28:22,521] Edit Customer-Step 01: input To CustomerID textbox with value 84466
[INFO ] [2022-10-01 11:28:22,861] Edit Customer-Step 01: Click Submit button to login edit page
[INFO ] [2022-10-01 11:28:24,419] Edit Customer-Step 01: input To Address textbox with value 145 Quynh Trang Hoang Mai
[INFO ] [2022-10-01 11:28:24,792] Edit Customer-Step 01: input To City textbox with value Viet Tri
[INFO ] [2022-10-01 11:28:25,029] Edit Customer-Step 01: input To State textbox with value PhanThuy
[INFO ] [2022-10-01 11:28:25,280] Edit Customer-Step 01: input To Pin textbox with value 654321
[INFO ] [2022-10-01 11:28:25,518] Edit Customer-Step 01: Click Submit button
[INFO ] [2022-10-01 11:28:26,493] Edit Customer-Step 01: Verify meddage displays with content'Customer details updated Successfully'
[INFO ] [2022-10-01 11:29:34,367] Pre-Condition-Step 01: enter to 'Email' address to get access to demo site
[INFO ] [2022-10-01 11:29:35,051] Pre-Condition-Step 02: click to 'Submit' button
[INFO ] [2022-10-01 11:29:37,192] Pre-Condition-Step 03: get 'UserID' 
[INFO ] [2022-10-01 11:29:37,377] Pre-Condition-Step 04: get 'PassWord' 
[INFO ] [2022-10-01 11:29:37,911] Pre-Condition-Step 05: input and search link 
[INFO ] [2022-10-01 11:29:39,569] Pre-Condition-Step 06: enter to 'userID' textbox with value:mngr444145
[INFO ] [2022-10-01 11:29:39,976] Pre-Condition-Step 06: enter to 'password' textbox with value:tUzunEz
[INFO ] [2022-10-01 11:29:40,212] Pre-Condition-Step 06: click to 'Login' button
[INFO ] [2022-10-01 11:29:41,752] Pre-Condition-Step 07: Verify 'Login' Page Success
[INFO ] [2022-10-01 11:29:42,054]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-10-01 11:29:42,079] New Customer-Step 01: Click new customer link at menusubnav and navigate to Add New Customer Page
[INFO ] [2022-10-01 11:29:42,295] New Customer-Step 02: Verify navigate to Add New Customer Page Success
[INFO ] [2022-10-01 11:29:45,372]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:29:45,372] New Customer-Step 03: enter to Customer Name 
[INFO ] [2022-10-01 11:29:45,720] New Customer-Step 04: enter to Date of Birth 
[INFO ] [2022-10-01 11:29:45,955] New Customer-Step 05: enter to Address area
[INFO ] [2022-10-01 11:29:46,163] New Customer-Step 06: enter to City textbox
[INFO ] [2022-10-01 11:29:46,346] New Customer-Step 07: enter to State textbox
[INFO ] [2022-10-01 11:29:46,543] New Customer-Step 08: enter to PIN textbox
[INFO ] [2022-10-01 11:29:46,768] New Customer-Step 09: enter to Telephone Number
[INFO ] [2022-10-01 11:29:46,962] New Customer-Step 10: enter to Email textbox
[INFO ] [2022-10-01 11:29:47,225] New Customer-Step 11: enter to Password textbox
[INFO ] [2022-10-01 11:29:47,496] New Customer-Step 12: click to Submit button
[INFO ] [2022-10-01 11:29:49,626] New Customer-Step 13: Verify message displays with content 'Customer Registed Successfully!!!'
[INFO ] [2022-10-01 11:29:49,691]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:29:49,691] New Customer-Step 14: Verify CustomerName
[INFO ] [2022-10-01 11:29:49,845] New Customer-Step 14: Verify CustomerName
[INFO ] [2022-10-01 11:29:49,938]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:29:49,938] New Customer-Step 16: Verify Address
[INFO ] [2022-10-01 11:29:50,053]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:29:50,053] New Customer-Step 17: Verify City
[INFO ] [2022-10-01 11:29:50,132]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:29:50,132] New Customer-Step 18: Verify State
[INFO ] [2022-10-01 11:29:50,214]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:29:50,214] New Customer-Step 19: Verify Pin
[INFO ] [2022-10-01 11:29:50,307]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:29:50,307] New Customer-Step 21: Verify Mobile
[INFO ] [2022-10-01 11:29:50,400]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:29:50,401] New Customer-Step 22: Verify Email
[INFO ] [2022-10-01 11:29:50,497]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 11:29:50,503] Edit Customer-Step 01: Click edit Customer link at menusubnav and navigate to Edit Customer Page
[INFO ] [2022-10-01 11:29:51,830] Edit Customer-Step 01: input To CustomerID textbox with value 57910
[INFO ] [2022-10-01 11:29:52,085] Edit Customer-Step 01: Click Submit button to login edit page
[INFO ] [2022-10-01 11:29:53,597] Edit Customer-Step 01: input To Address textbox with value 145 Quynh Trang Hoang Mai
[INFO ] [2022-10-01 11:29:53,874] Edit Customer-Step 01: input To City textbox with value Viet Tri
[INFO ] [2022-10-01 11:29:54,126] Edit Customer-Step 01: input To State textbox with value PhanThuy
[INFO ] [2022-10-01 11:29:54,312] Edit Customer-Step 01: input To Pin textbox with value 654321
[INFO ] [2022-10-01 11:29:54,483] Edit Customer-Step 01: Click Submit button
[INFO ] [2022-10-01 15:15:27,936] Pre-Condition-Step 01: enter to 'Email' address to get access to demo site
[INFO ] [2022-10-01 15:15:28,529] Pre-Condition-Step 02: click to 'Submit' button
[INFO ] [2022-10-01 15:15:31,335] Pre-Condition-Step 03: get 'UserID' 
[INFO ] [2022-10-01 15:15:31,478] Pre-Condition-Step 04: get 'PassWord' 
[INFO ] [2022-10-01 15:15:31,919] Pre-Condition-Step 05: input and search link 
[INFO ] [2022-10-01 15:15:34,706] Pre-Condition-Step 06: enter to 'userID' textbox with value:mngr444165
[INFO ] [2022-10-01 15:15:35,142] Pre-Condition-Step 06: enter to 'password' textbox with value:yjYdyqE
[INFO ] [2022-10-01 15:15:35,422] Pre-Condition-Step 06: click to 'Login' button
[INFO ] [2022-10-01 15:15:37,848] Pre-Condition-Step 07: Verify 'Login' Page Success
[INFO ] [2022-10-01 15:15:38,459]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-10-01 15:15:38,485] New Customer-Step 01: Click new customer link at menusubnav and navigate to Add New Customer Page
[INFO ] [2022-10-01 15:15:39,121] New Customer-Step 02: Verify navigate to Add New Customer Page Success
[INFO ] [2022-10-01 15:15:43,404]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-01 15:15:43,405] New Customer-Step 03: enter to Customer Name 
[INFO ] [2022-10-01 15:15:43,855] New Customer-Step 04: enter to Date of Birth 
